variant,seed,gpu_id,epoch,lr,train_loss,train_nz_smooth_l1,train_nzcosloss,train_z_mse,train_z_l1,val_loss,val_nz_smooth_l1,val_nzcosloss,val_z_mse,val_z_l1
wo_query_self_attention,66,0,0,3.6e-05,1.3471005573759376,1.0457745393395048,0.08292157376658371,0.061016446309393985,0.19884877680836338,1.273290705453405,1.1630682670343273,0.07669629149790969,0.004614248910431345,0.06726004538979584
wo_query_self_attention,66,0,1,5.2000000000000004e-05,1.2692689871879692,1.182759354265367,0.07137660976474579,0.0024885142195028406,0.04833281344621176,1.2651126025277815,1.197850735491116,0.06399289251906602,0.0011839339005896433,0.03408148466045063
wo_query_self_attention,66,0,2,6.8e-05,1.2573679095171248,1.1765600973307273,0.06287121406096506,0.0024069850988964734,0.04696521649188572,1.2519927485658637,1.146197121502304,0.061961998488585614,0.0051878827855018775,0.06962675495557595
wo_query_self_attention,66,0,3,8.400000000000001e-05,1.2177142149832898,0.9645648618879454,0.12292219116653608,0.045203878199541664,0.1464843824688099,1.1605027844825755,0.7667730195994004,0.1999488033876534,0.10771935437475681,0.18603601060384342
wo_query_self_attention,66,0,4,0.0001,1.1234470515016157,0.7469109384507743,0.21223004213874466,0.10564959046620666,0.16477151040075041,1.086834667926505,0.7207242564411392,0.22495215080527042,0.10439696353298161,0.1492373528494374
wo_query_self_attention,66,0,5,9.997293623837585e-05,1.0820116523428007,0.7056491344344237,0.21676972305303852,0.11408842141990351,0.15388923361038087,1.0644102123751773,0.706092543396303,0.22391043583024642,0.10575630671871197,0.14060612766389677
wo_query_self_attention,66,0,6,9.989177454732935e-05,1.0618532738540607,0.6902067091072493,0.2171137488959178,0.1151783223238203,0.14791137829021905,1.0504153524133388,0.6473712594071052,0.20806497184630007,0.1350348187693171,0.16397679259993633
wo_query_self_attention,66,0,7,9.975660367597807e-05,1.0465697422180922,0.6775435521776799,0.21558397922929207,0.11622915844563544,0.1450050453525538,1.0424171649089546,0.6439241588684297,0.20760796592721104,0.13457253104680705,0.16011648775630352
wo_query_self_attention,66,0,8,9.956757143168527e-05,1.0419533102506526,0.6724051570025661,0.21417050893304232,0.11777847181590276,0.14468442590054995,1.0374412427350033,0.6955240166370229,0.22214183365838847,0.10147980168888253,0.12936648662186223
wo_query_self_attention,66,0,9,9.932488451843476e-05,1.0345209986961041,0.6688652840038981,0.21349219290871005,0.11667094713259893,0.14223867099066792,1.0369356823185083,0.7156569115950427,0.22861402455527274,0.09010087538005306,0.11687087573880528
wo_query_self_attention,66,0,10,9.902880831080307e-05,1.0296406295907035,0.6642721800152467,0.21264687941983546,0.1175432400722597,0.1415017719130881,1.026681556216121,0.6720908859961757,0.21983566861684664,0.109779068700311,0.1348937728849005
wo_query_self_attention,66,0,11,9.86796665637763e-05,1.0271686307203098,0.6626283765589178,0.21158927789479443,0.11739706878779194,0.14134854189231236,1.0205646386190057,0.6392529048350084,0.20642262704636435,0.12868993141897384,0.14941048376456872
wo_query_self_attention,66,0,12,9.827784105872876e-05,1.028727607683717,0.6635747908795893,0.2118620430619014,0.11787637528090658,0.14134541804433828,1.0228964486640304,0.6668769868514884,0.215270592087485,0.11135677041502129,0.13702739687108836
wo_query_self_attention,66,0,13,9.782377118595071e-05,1.0244444324519408,0.6607579252637379,0.21086532602523517,0.11772241976993644,0.14053141911914824,1.0250865804214588,0.6688681337804727,0.2165192495189431,0.11229662844399009,0.13566218697891252
wo_query_self_attention,66,0,14,9.731795346418142e-05,1.025010110572767,0.6593798662307003,0.20928375327641294,0.11952063349609149,0.14146772683791786,1.0191424020787385,0.6625435350100463,0.2109144918654579,0.11323983302592538,0.13790178711806922
wo_query_self_attention,66,0,15,9.676094099767333e-05,1.022969717810263,0.6581399078470808,0.20999860317712896,0.1191621952667723,0.1406683092901066,1.0222641587109054,0.6813333477285679,0.21702665093033108,0.10373982719455899,0.12867764639117718
wo_query_self_attention,66,0,16,9.615334287138057e-05,1.0194699533416525,0.6562762962317642,0.2084041959086901,0.11836869397735479,0.1406228531598628,1.0125574990705255,0.6691093901438814,0.2083453002286521,0.10583209333541926,0.13344338056656493
wo_query_self_attention,66,0,17,9.549582348493357e-05,1.0176806997394527,0.6547309481693456,0.20750151758467306,0.1185402812339217,0.14065870466098132,1.0182001866131392,0.6471850765488149,0.20413513474818434,0.1231466469268787,0.14580089944692531
wo_query_self_attention,66,0,18,9.478910182612781e-05,1.0167373088388667,0.653160155256992,0.20615098952247063,0.11919055154110243,0.14131110977695271,1.014681795334628,0.6456492140005358,0.20682395659062636,0.12235313742944978,0.14326747931765602
wo_query_self_attention,66,0,19,9.403395068472123e-05,1.012696338883233,0.6498652754526628,0.20648344854340192,0.1190940656968448,0.1404952695427221,1.0170977426633356,0.6442872138005576,0.2060915565698387,0.12429643886210957,0.14546830709274258
wo_query_self_attention,66,0,20,9.323119580739992e-05,1.01474788396436,0.6503407024120543,0.20568266597422466,0.12016693584175636,0.1413989118953053,1.0107145526012609,0.637079750512557,0.2017687124268537,0.1255360933253252,0.14721435584415296
wo_query_self_attention,66,0,21,9.238171499483631e-05,1.0129494726220365,0.6502374036459605,0.20477324567946134,0.11954141305860462,0.1407840313121015,1.0145300676693119,0.6335526683280103,0.20083201314739446,0.12960819041874833,0.15095319292669918
wo_query_self_attention,66,0,22,9.148643714182701e-05,1.0111568451594406,0.6485099312268283,0.20488821430999637,0.11924241163677704,0.14096039615907438,1.0090642398890002,0.6517921261943658,0.2034430033633542,0.11589939233760822,0.13965122132244964
wo_query_self_attention,66,0,23,9.054634122155992e-05,1.011016286740308,0.6490667108179431,0.20457793246695563,0.11921919826047064,0.1404414110794554,1.005340132857694,0.6328330342822034,0.20215867231713938,0.1254220126495723,0.1460057423754828
