variant,seed,gpu_id,epoch,lr,train_loss,train_nz_smooth_l1,train_nzcosloss,train_z_mse,train_z_l1,val_loss,val_nz_smooth_l1,val_nzcosloss,val_z_mse,val_z_l1
full_model,88,0,0,3.6e-05,1.3478015269569816,1.0424679343577907,0.07655186844388741,0.06596025822740159,0.20109739710831717,1.2615482993563,1.1599984784088704,0.0684584970792662,0.004062819910362789,0.06325775662097927
full_model,88,0,1,5.2000000000000004e-05,1.2629742684042649,1.1793295545871338,0.06463393259615133,0.0024812484498772797,0.048846492067901294,1.2508352834720524,1.175238265925945,0.060635176870843674,0.001943000658828192,0.04333642010172587
full_model,88,0,2,6.8e-05,1.2352155315755173,1.043525962552921,0.10019446085983538,0.029513574204362385,0.11207875650544051,1.1650161188403287,0.824703980090459,0.22699131690234575,0.08131909892055712,0.14549737517910843
full_model,88,0,3,8.400000000000001e-05,1.1106811151434517,0.7373079465886422,0.2155148135494911,0.1081087794343686,0.1575069834628917,1.076743541788333,0.7237696197951596,0.22705519365008467,0.10248691659097799,0.13695941194242978
full_model,88,0,4,0.0001,1.0645957266855224,0.6926515145303486,0.21619105511968348,0.11724191571513243,0.14660676457547758,1.049830502195014,0.6787806435374985,0.2170040818083489,0.11918020934447467,0.14336761593052283
full_model,88,0,5,9.997293623837585e-05,1.0432941206099062,0.6754753110251281,0.2126676729199604,0.1186583304646881,0.1428266442382473,1.0373534839808916,0.6425651650318017,0.2063520459009374,0.13695433549814726,0.15465796603819287
full_model,88,0,6,9.989177454732935e-05,1.0327065777253621,0.666444598649274,0.2115874256716038,0.11949409103839391,0.14097417746753552,1.020150187449651,0.6617359713072205,0.2106777783599151,0.11474492755026701,0.1383304151044699
full_model,88,0,7,9.975660367597807e-05,1.0292801082405083,0.6641710782042753,0.20961240010009866,0.11990834393937952,0.14039448944266464,1.0200027544090038,0.6400823689060852,0.20289677196100805,0.13023066152024695,0.14824133977905837
full_model,88,0,8,9.956757143168527e-05,1.0210805185938665,0.6575777664837908,0.20788109960859366,0.11984611884389712,0.13971608676138728,1.0186101994243513,0.6822890854386164,0.21995429750895015,0.10326502145523354,0.12307895538916681
full_model,88,0,9,9.932488451843476e-05,1.0203209563761648,0.658340898480127,0.20817120931066027,0.11923086057537213,0.1386635988502809,1.0194832858382692,0.6225946232373663,0.19513194240113602,0.14068704348463876,0.15863565622227463
full_model,88,0,10,9.902880831080307e-05,1.013333791204784,0.6504523795995208,0.20592164409948122,0.12091595225611669,0.13900463339312433,1.0074047009908327,0.652094510544983,0.21197797148517433,0.11546680669302962,0.13385439411961453
full_model,88,0,11,9.86796665637763e-05,1.0126881376091146,0.6495899892653338,0.20559920705477286,0.1211287042439213,0.13916983643702302,1.0108548878931198,0.6524260218882155,0.20745734649790318,0.11741952683385701,0.13728067574598443
full_model,88,0,12,9.827784105872876e-05,1.0118059769496763,0.6511194188875654,0.20647508612215748,0.11988841547223497,0.1375605912110223,1.0100688664362372,0.6514874041846855,0.20654125576541416,0.11795498385302311,0.1373558494589577
full_model,88,0,13,9.782377118595071e-05,1.010882110580703,0.6492304974650637,0.20505075130125977,0.12032559219772522,0.13880064555374486,1.0068275288940218,0.6491984389274261,0.2012188063276996,0.11735684399298739,0.1396628244846058
full_model,88,0,14,9.731795346418142e-05,1.0060904137282387,0.6460939641808847,0.20410663897822012,0.11976773878549704,0.1381753941269364,1.0019772530887592,0.6514529050113451,0.20462433318288828,0.1145924180097127,0.1336197491004377
full_model,88,0,15,9.676094099767333e-05,1.006153854570452,0.6448544174255669,0.20298323709203914,0.12099162862876711,0.13881618231378706,1.0017468485284375,0.6565803834038224,0.20272728772343368,0.1109827539204859,0.13282007748459643
full_model,88,0,16,9.615334287138057e-05,1.0067705236002933,0.6451927834730472,0.20101924612987962,0.12145039666807347,0.13961772211299664,1.0054277962344853,0.6223701146666513,0.20190228557052675,0.13410064123790327,0.14800589550819598
full_model,88,0,17,9.549582348493357e-05,1.0054234556700123,0.6452121603576423,0.20193381259092205,0.12086733387134076,0.13837705920810092,1.0008744508683163,0.6375933294472285,0.20227896692544184,0.12248280996704734,0.1396588269344557
full_model,88,0,18,9.478910182612781e-05,1.0027214751215259,0.6415400873402206,0.20070937137343758,0.12187375445459239,0.13895295243690747,0.9957738848753066,0.6436215947891656,0.20544865291082035,0.11734427576896216,0.13208369103236003
full_model,88,0,19,9.403395068472123e-05,1.001254564834116,0.6403488589516473,0.20153113713176132,0.12123214808409549,0.13890798884707287,0.9994468703056361,0.6338446098756414,0.20293227076678788,0.12452957380218459,0.13960657998369425
full_model,88,0,20,9.323119580739992e-05,1.0009649851154672,0.6416930676714935,0.20020209280438708,0.12079473560671421,0.13837614143511417,0.994940294808048,0.6335271831149137,0.19400148837213346,0.121786373166413,0.1426259814172501
full_model,88,0,21,9.238171499483631e-05,1.0007015189187838,0.6386855372137559,0.19974686838204692,0.12204078161208123,0.1401017580164433,0.9953275875944362,0.6460049746690179,0.20033229660661525,0.11473598765701438,0.13442047670551574
full_model,88,0,22,9.148643714182701e-05,0.9972052324989049,0.6377536727597938,0.19944593667650673,0.12093017834679141,0.13879841593950623,0.994307459809878,0.6548214416096488,0.2031754226370107,0.1085086288923349,0.12938967548629052
full_model,88,0,23,9.054634122155992e-05,0.9972050277472626,0.6379809243951549,0.1991417495698539,0.1208988149728195,0.13875441062558744,0.9942320657438977,0.63454893850677,0.20471639041829434,0.12190686787116681,0.13541806983050347
full_model,88,0,24,8.95624552151215e-05,0.9970092139682416,0.6373600282689068,0.19923409603976236,0.12128100701507177,0.13875112922947458,0.9875372727349406,0.6243042533993968,0.19706797088047914,0.12349318281551556,0.14120586274546343
full_model,88,0,25,8.853585498741454e-05,0.9936664495714809,0.6352585573914751,0.19915410487729326,0.12048214666443828,0.13834869074096467,0.9869234834603381,0.6165086183989014,0.19807676446235115,0.1291187356822177,0.14225775472841437
full_model,88,0,26,8.746766311071564e-05,0.9969905154015876,0.6377895346099536,0.1995588082693874,0.1210577266459405,0.1383638515630955,0.9873913924064146,0.634759698503495,0.20237358283423032,0.11729417122631634,0.13415072763463068
full_model,88,0,27,8.635904763715892e-05,0.9897286742769392,0.6313976455051471,0.19779877958911068,0.1210786453137361,0.13835299106712567,0.9902205307520262,0.6382674215394696,0.20612280796989274,0.11775588726586991,0.13113580741782446
